"","V1","V2","V3","V4"
"ids52922",1,3,0,3
"ids52923",0,0,0,1
"ids52924",1,1,0,2
"ids52925",0,10,3,1
"ids52926",0,3,0,0
"ids52927",0,0,0,1
"ids52928",0,1,2,1
"ids52929",2,2,0,0
"ids52930",1,2,1,0
"ids52931",0,2,0,0
"ids52932",7,1,1,5
"ids52933",2,2,1,1
"ids52934",0,2,0,0
"ids52935",0,3,1,1
"ids52936",0,0,1,2
"ids52937",1,1,0,1
"ids52938",1,1,0,0
"ids52939",0,0,0,0
"ids52940",1,1,0,0
"ids52941",2,1,0,1
"ids52942",0,1,1,0
"ids52943",3,0,0,0
"ids52944",2,1,0,2
"ids52945",0,2,1,2
"ids52946",0,1,0,1
"ids52947",1,0,0,1
"ids52948",1,0,2,1
"ids52949",1,1,0,1
"ids52950",1,0,0,0
"ids52951",0,0,1,0
"ids52952",0,0,1,0
"ids52953",0,0,1,2
"ids52954",0,8,0,1
"ids52955",2,3,1,2
"ids52956",0,0,0,2
"ids52957",2,3,0,1
"ids52958",0,2,0,0
"ids52959",0,1,2,0
"ids52960",0,1,0,2
"ids52961",0,0,1,7
"ids52962",2,1,0,0
"ids52963",2,0,0,1
"ids52964",1,3,4,3
"ids52965",2,0,1,0
"ids52966",1,0,1,1
"ids52967",1,1,0,3
"ids52968",9,1,2,1
"ids52969",0,0,0,1
"ids52970",1,2,0,1
"ids52971",1,1,0,1
"ids52972",2,1,0,2
"ids52973",0,2,0,2
"ids52974",6,5,2,3
"ids52975",3,1,2,1
"ids52976",0,0,0,0
"ids52977",0,1,0,1
"ids52978",1,4,0,1
"ids52979",3,6,0,0
"ids52980",3,4,0,1
"ids52981",0,0,1,0
"ids52982",0,1,1,1
"ids52983",1,0,2,1
"ids52984",0,0,0,1
"ids52985",1,0,0,1
"ids52986",0,1,0,1
"ids52987",0,11,0,1
"ids52988",0,1,1,1
"ids52989",0,1,0,1
"ids52990",1,1,1,1
"ids52991",1,4,1,0
"ids52992",0,0,0,2
"ids52993",2,0,3,3
"ids52994",0,3,1,0
"ids52995",2,1,0,3
"ids52996",2,0,0,0
"ids52997",0,1,1,0
"ids52998",0,6,2,0
"ids52999",3,2,1,1
"ids53000",1,2,2,0
"ids53001",0,1,0,3
"ids53002",4,3,2,0
"ids53003",1,2,0,1
"ids53004",0,0,2,0
"ids53005",1,1,2,2
"ids53006",1,0,0,0
"ids53007",0,1,1,1
"ids53008",0,1,0,0
"ids53009",1,1,0,1
"ids53010",0,1,0,1
"ids53011",1,3,1,1
"ids53012",0,0,0,1
"ids53013",0,0,2,0
"ids53014",1,6,0,0
"ids53015",0,5,4,0
"ids53016",0,0,0,0
"ids53017",0,0,0,0
"ids53018",1,1,1,0
"ids53019",0,1,6,1
"ids53020",2,0,2,0
"ids53021",0,1,2,18
"ids53022",1,0,0,1
"ids53023",5,1,0,0
"ids53024",1,0,2,1
"ids53025",0,0,0,0
"ids53026",0,0,1,1
"ids53027",1,0,0,2
"ids53028",1,1,1,0
"ids53029",0,2,0,0
"ids53030",0,3,0,0
"ids53031",2,0,1,1
"ids53032",2,1,1,1
"ids53033",2,1,0,0
"ids53034",0,2,0,1
"ids53035",0,0,1,3
"ids53036",6,3,10,1
"ids53037",1,1,2,1
"ids53038",1,0,2,2
"ids53039",0,1,1,0
"ids53040",16,1,19,0
"ids53041",0,0,2,0
"ids53042",0,2,1,0
"ids53043",0,1,0,0
"ids53044",1,0,0,1
"ids53045",1,1,0,1
"ids53046",1,1,0,0
"ids53047",0,3,3,4
"ids53048",0,1,0,0
"ids53049",1,1,8,1
"ids53050",3,3,0,4
"ids53051",0,3,0,1
"ids53052",8,1,2,0
"ids53053",0,1,0,1
"ids53054",1,3,0,0
"ids53055",1,0,2,1
"ids53056",0,1,0,1
"ids53057",0,2,1,0
"ids53058",0,1,1,3
"ids53059",1,0,1,0
"ids53060",2,0,0,0
"ids53061",0,1,1,1
"ids53062",1,0,1,2
"ids53063",2,0,0,2
"ids53064",2,5,0,4
"ids53065",1,1,0,0
"ids53066",0,0,1,0
"ids53067",0,5,1,0
"ids53068",1,2,0,0
"ids53069",1,0,0,1
"ids53070",0,0,0,0
"ids53071",1,0,0,0
"ids53072",1,2,0,1
"ids53073",0,2,0,2
"ids53074",3,0,1,1
"ids53075",0,3,0,0
"ids53076",1,1,1,0
"ids53077",0,1,2,0
"ids53078",0,0,3,1
"ids53079",1,0,0,0
"ids53080",1,0,0,3
"ids53081",0,1,0,1
"ids53082",1,2,0,1
"ids53083",1,0,0,0
"ids53084",0,1,3,2
"ids53085",1,1,1,3
"ids53086",1,1,0,1
"ids53087",2,0,1,1
"ids53088",0,0,0,1
"ids53089",1,0,0,1
"ids53090",0,1,0,0
"ids53091",0,2,0,0
"ids53092",1,2,1,0
"ids53093",0,4,1,0
"ids53094",0,1,0,1
"ids53095",1,1,0,0
"ids53096",1,1,2,0
"ids53097",1,1,1,0
"ids53098",0,1,1,0
"ids53099",1,0,1,0
"ids53100",1,1,0,0
"ids53101",1,3,4,5
"ids53102",2,2,4,3
"ids53103",1,0,0,1
"ids53104",0,1,0,0
"ids53105",1,0,4,3
"ids53106",0,0,0,0
"ids53107",1,0,0,0
"ids53108",0,0,1,0
"ids53109",1,1,1,0
"ids53110",4,0,1,3
"ids53111",1,2,0,1
"ids53112",1,3,0,0
"ids53113",0,0,4,0
"ids53114",1,0,0,0
"ids53115",1,4,1,1
"ids53116",2,1,0,0
"ids53117",1,2,2,1
"ids53118",0,2,1,1
"ids53119",0,0,0,1
"ids53120",0,6,0,4
"ids53121",0,1,1,0
"ids53122",0,0,1,0
"ids53123",1,2,6,0
"ids53124",0,2,1,2
"ids53125",1,2,0,1
"ids53126",1,3,0,0
"ids53127",1,0,2,1
"ids53128",1,3,1,1
"ids53129",1,1,0,0
"ids53130",0,4,1,1
"ids53131",1,1,0,2
"ids53132",1,3,2,3
"ids53133",0,1,0,2
"ids53134",2,2,0,2
"ids53135",1,0,9,1
"ids53136",1,0,0,0
"ids53137",0,3,0,0
"ids53138",0,1,2,0
"ids53139",1,0,0,3
"ids53140",0,1,5,1
"ids53141",1,2,0,1
"ids53142",0,0,3,0
"ids53143",1,0,0,1
"ids53144",0,0,0,1
"ids53145",1,4,1,0
"ids53146",0,0,2,1
"ids53147",0,0,3,0
"ids53148",10,14,0,2
"ids53149",0,0,3,0
"ids53150",6,5,1,2
"ids53151",0,1,0,3
"ids53152",4,3,0,1
"ids53153",1,0,0,0
"ids53154",0,0,3,0
"ids53155",0,0,0,0
"ids53156",0,1,2,1
"ids53157",2,2,0,0
"ids53158",0,2,0,1
"ids53159",1,1,0,1
"ids53160",3,5,3,0
"ids53161",1,0,0,0
"ids53162",1,0,0,0
"ids53163",0,0,0,0
"ids53164",1,0,1,0
"ids53165",0,1,0,0
"ids53166",0,4,2,3
"ids53167",0,2,2,0
"ids53168",0,1,0,0
"ids53169",1,1,1,0
"ids53170",0,3,1,3
"ids53171",0,0,0,0
"ids53172",1,1,0,1
"ids53173",0,1,0,1
"ids53174",0,0,0,2
"ids53175",1,1,0,0
"ids53176",0,0,2,0
"ids53177",2,0,0,0
"ids53178",3,0,0,0
"ids53179",0,2,1,1
"ids53180",0,0,1,1
"ids53181",0,1,0,0
"ids53182",2,0,0,1
"ids53183",5,0,1,0
"ids53184",0,0,0,1
"ids53185",1,1,1,1
"ids53186",1,1,1,0
"ids53187",0,1,1,0
"ids53188",1,4,0,0
"ids53189",1,0,0,0
"ids53190",4,0,2,2
"ids53191",0,0,0,1
"ids53192",1,2,2,2
"ids53193",2,1,0,0
"ids53194",2,0,2,1
"ids53195",0,6,0,0
"ids53196",0,0,0,0
"ids53197",13,29,2,4
"ids53198",1,1,1,0
"ids53199",1,0,1,0
"ids53200",0,1,1,0
"ids53201",0,9,0,0
"ids53202",3,1,2,0
"ids53203",0,0,1,0
"ids53204",0,0,0,0
"ids53205",4,2,0,0
"ids53206",1,3,1,0
"ids53207",1,1,0,0
"ids53208",0,1,1,1
"ids53209",0,1,2,1
"ids53210",2,4,0,1
"ids53211",1,7,0,0
"ids53212",0,2,0,1
"ids53213",0,0,0,1
"ids53214",0,3,1,0
"ids53215",0,1,1,2
"ids53216",0,0,0,1
"ids53217",0,0,2,1
"ids53218",0,1,0,0
"ids53219",0,4,1,0
"ids53220",1,0,2,1
"ids53221",0,2,0,0
"ids53222",1,2,0,3
"ids53223",1,1,0,1
"ids53224",4,0,0,3
"ids53225",0,1,1,0
"ids53226",0,1,0,0
"ids53227",0,3,3,0
"ids53228",2,4,1,1
"ids53229",1,1,0,0
"ids53230",0,0,0,2
"ids53231",1,1,0,0
"ids53232",0,1,0,2
"ids53233",1,1,0,1
"ids53234",0,0,1,1
"ids53235",1,2,1,1
"ids53236",2,2,0,1
"ids53237",0,0,0,1
"ids53238",1,0,2,11
"ids53239",1,3,1,5
"ids53240",1,0,1,0
"ids53241",1,1,2,0
"ids53242",0,0,1,0
"ids53243",0,2,0,0
"ids53244",0,1,0,2
"ids53245",2,0,0,1
"ids53246",0,0,0,0
"ids53247",0,1,3,0
"ids53248",2,3,4,3
"ids53249",2,0,0,1
"ids53250",1,2,0,0
"ids53251",0,1,3,1
"ids53252",6,1,0,3
"ids53253",1,0,0,0
"ids53254",0,0,0,1
"ids53255",0,1,0,1
"ids53256",9,3,1,0
"ids53257",0,0,0,0
"ids53258",1,1,1,1
"ids53259",0,1,0,0
"ids53260",3,0,0,0
"ids53261",0,0,0,0
"ids53262",0,0,0,3
"ids53263",0,0,0,1
"ids53264",2,1,3,1
"ids53265",1,1,1,1
"ids53266",0,1,0,0
"ids53267",4,0,1,0
"ids53268",1,2,0,0
"ids53269",3,1,0,0
"ids53270",0,2,0,0
"ids53271",0,2,0,0
"ids53272",1,2,0,3
"ids53273",0,1,0,0
"ids53274",0,6,0,1
"ids53275",0,1,0,4
"ids53276",3,2,0,1
"ids53277",2,3,2,2
"ids53278",2,2,2,1
"ids53279",2,1,0,1
"ids53280",1,1,0,0
"ids53281",0,3,0,0
"ids53282",1,7,0,3
"ids53283",1,5,0,2
"ids53284",2,1,0,1
"ids53285",0,1,0,1
"ids53286",7,2,2,1
"ids53287",0,0,3,1
"ids53288",2,1,0,0
"ids53289",2,0,1,0
"ids53290",4,3,1,1
"ids53291",2,0,5,0
"ids53292",0,0,1,0
"ids53293",1,1,2,0
"ids53294",0,2,0,0
"ids53295",1,0,0,0
"ids53296",0,0,0,0
"ids53297",5,0,1,3
"ids53298",2,0,0,1
"ids53299",0,3,0,1
"ids53300",2,1,0,0
"ids53301",3,2,0,2
"ids53302",0,2,0,0
"ids53303",3,1,0,1
"ids53304",3,1,0,1
"ids53305",3,1,2,1
"ids53306",0,2,0,0
"ids53307",3,1,0,3
"ids53308",1,3,1,0
"ids53309",1,0,0,0
"ids53310",2,1,2,0
"ids53311",2,1,0,1
"ids53312",0,3,0,0
"ids53313",1,0,0,1
"ids53314",1,0,0,0
"ids53315",0,0,1,0
"ids53316",0,1,0,0
"ids53317",2,0,2,0
"ids53318",4,4,1,1
"ids53319",1,1,4,0
"ids53320",0,0,0,1
"ids53321",0,0,0,0
"ids53322",1,2,1,0
"ids53323",0,2,0,1
"ids53324",0,1,0,1
"ids53325",1,0,3,1
"ids53326",0,0,2,1
"ids53327",0,3,3,0
"ids53328",1,0,0,0
"ids53329",0,2,0,0
"ids53330",1,2,0,0
"ids53331",0,0,1,0
"ids53332",0,0,1,3
"ids53333",0,1,0,1
"ids53334",0,1,3,2
"ids53335",2,0,0,0
"ids53336",1,2,1,1
"ids53337",1,1,0,0
"ids53338",0,1,0,1
"ids53339",1,0,1,0
"ids53340",2,1,0,0
"ids53341",1,0,0,1
"ids53342",9,12,1,0
"ids53343",1,2,0,2
"ids53344",1,5,0,3
"ids53345",1,1,5,0
"ids53346",4,2,0,1
"ids53347",0,1,0,0
"ids53348",1,0,2,3
"ids53349",2,1,0,0
"ids53350",0,4,2,1
"ids53351",0,1,2,2
"ids53352",2,0,0,0
"ids53353",1,0,1,0
"ids53354",1,1,1,1
"ids53355",0,0,0,3
"ids53356",1,2,1,0
"ids53357",0,6,0,1
"ids53358",0,0,2,0
"ids53359",1,2,0,0
"ids53360",4,1,2,6
"ids53361",2,1,1,2
"ids53362",1,1,1,0
"ids53363",0,0,1,2
"ids53364",1,2,1,2
"ids53365",1,2,0,0
"ids53366",0,0,0,0
"ids53367",0,0,0,1
"ids53368",0,1,0,2
"ids53369",1,0,0,4
"ids53370",0,0,0,0
"ids53371",0,1,1,0
"ids53372",1,0,1,1
"ids53373",0,3,0,1
"ids53374",0,1,0,2
"ids53375",0,1,1,0
"ids53376",0,0,2,0
"ids53377",0,0,1,3
"ids53378",0,1,0,0
"ids53379",0,2,8,2
"ids53380",1,0,1,2
"ids53381",3,16,3,1
"ids53382",3,0,0,0
"ids53383",4,2,1,0
"ids53384",0,1,1,1
"ids53385",0,3,2,0
"ids53386",0,0,0,0
"ids53387",3,2,1,0
"ids53388",3,6,3,1
"ids53389",1,1,1,0
"ids53390",1,0,0,0
"ids53391",1,3,0,1
"ids53392",0,1,0,0
"ids53393",2,0,2,1
"ids53394",1,1,0,1
"ids53395",1,1,1,0
"ids53396",0,1,4,1
"ids53397",0,1,0,0
"ids53398",0,1,0,1
"ids53399",1,0,0,1
"ids53400",1,0,0,4
"ids53401",3,2,1,2
"ids53402",2,1,1,0
"ids53403",1,0,1,0
"ids53404",2,2,0,0
"ids53405",3,0,1,0
"ids53406",1,0,1,0
"ids53407",1,0,1,0
"ids53408",0,4,3,1
"ids53409",2,2,0,1
"ids53410",0,0,0,0
"ids53411",0,0,0,1
"ids53412",0,0,0,1
"ids53413",0,3,1,0
"ids53414",1,2,0,0
"ids53415",0,1,0,1
"ids53416",1,0,3,0
"ids53417",2,0,3,1
"ids53418",2,1,1,0
"ids53419",0,1,0,0
"ids53420",3,2,1,0
"ids53421",0,30,1,0
"ids53422",0,1,1,0
"ids53423",4,4,0,6
"ids53424",0,2,0,0
"ids53425",0,9,3,0
"ids53426",0,3,1,0
"ids53427",0,0,0,1
"ids53428",1,2,0,3
"ids53429",0,0,0,1
"ids53430",2,0,1,0
"ids53431",1,0,0,1
"ids53432",0,1,1,0
"ids53433",1,1,0,0
"ids53434",0,0,1,0
"ids53435",0,3,0,2
"ids53436",2,1,2,1
"ids53437",1,0,1,0
"ids53438",2,1,3,0
"ids53439",2,1,1,1
"ids53440",1,3,0,1
"ids53441",2,2,0,0
"ids53442",0,2,2,1
"ids53443",14,1,5,0
"ids53444",1,1,0,0
"ids53445",0,0,2,1
"ids53446",2,1,0,1
"ids53447",0,3,1,0
"ids53448",0,9,1,0
"ids53449",0,1,0,1
"ids53450",0,0,0,1
"ids53451",0,1,0,0
"ids53452",1,0,2,6
"ids53453",0,0,0,1
"ids53454",0,0,0,0
"ids53455",1,4,5,1
"ids53456",3,1,0,14
"ids53457",0,0,1,0
"ids53458",1,0,0,2
"ids53459",1,0,0,2
"ids53460",1,2,2,0
"ids53461",0,1,1,2
"ids53462",0,3,1,0
"ids53463",1,4,1,0
"ids53464",9,5,4,1
"ids53465",0,1,0,0
"ids53466",0,2,0,1
"ids53467",0,0,0,1
"ids53468",0,0,2,0
"ids53469",1,1,7,0
"ids53470",6,48,2,18
"ids53471",0,0,1,1
"ids53472",2,1,0,1
"ids53473",2,1,0,0
"ids53474",1,0,0,2
"ids53475",0,2,1,0
"ids53476",1,0,1,1
"ids53477",0,1,0,2
"ids53478",0,0,0,3
"ids53479",0,0,1,1
"ids53480",1,0,0,1
"ids53481",3,2,1,2
"ids53482",3,0,6,2
"ids53483",0,1,4,1
"ids53484",0,0,2,0
"ids53485",1,5,5,1
"ids53486",3,0,0,0
"ids53487",9,0,6,2
"ids53488",2,0,2,1
"ids53489",3,2,0,0
"ids53490",1,2,0,0
"ids53491",2,1,1,1
"ids53492",1,4,0,1
"ids53493",1,1,2,8
"ids53494",0,0,1,1
"ids53495",0,1,2,1
"ids53496",1,1,2,0
"ids53497",1,1,1,2
"ids53498",3,0,0,2
"ids53499",1,1,1,0
"ids53500",1,0,1,1
"ids53501",1,2,1,0
"ids53502",2,0,1,1
"ids53503",1,2,1,3
"ids53504",0,1,0,1
"ids53505",1,1,3,0
"ids53506",1,0,1,0
"ids53507",0,0,1,1
"ids53508",2,2,0,3
"ids53509",0,0,0,0
"ids53510",1,1,0,1
"ids53511",0,5,0,0
"ids53512",0,0,0,3
"ids53513",0,1,0,0
"ids53514",1,0,0,2
"ids53515",0,0,0,0
"ids53516",0,1,0,0
"ids53517",2,0,1,1
"ids53518",1,2,0,1
"ids53519",1,1,2,2
"ids53520",1,0,1,1
"ids53521",0,1,0,1
"ids53522",0,1,1,0
"ids53523",0,0,0,1
"ids53524",0,2,2,1
"ids53525",0,1,0,1
"ids53526",0,1,0,0
"ids53527",1,0,1,0
"ids53528",0,1,0,0
"ids53529",0,1,2,1
"ids53530",1,1,0,1
"ids53531",0,8,2,4
"ids53532",1,0,2,6
"ids53533",0,1,0,2
"ids53534",0,2,0,1
"ids53535",1,3,1,0
"ids53536",2,0,0,1
"ids53537",1,0,1,1
"ids53538",0,4,1,1
"ids53539",0,1,0,0
"ids53540",0,2,0,1
"ids53541",0,2,0,1
"ids53542",0,0,1,0
"ids53543",2,2,2,0
"ids53544",3,1,1,4
"ids53545",1,0,0,1
"ids53546",2,1,4,2
"ids53547",0,0,0,1
"ids53548",2,1,0,2
"ids53549",0,1,1,1
"ids53550",0,1,0,0
"ids53551",0,1,0,5
"ids53552",1,2,2,0
"ids53553",1,1,0,1
"ids53554",0,1,1,1
"ids53555",1,0,0,4
"ids53556",3,1,1,0
"ids53557",0,0,1,1
"ids53558",2,1,1,2
"ids53559",4,0,2,0
"ids53560",5,1,0,1
"ids53561",0,0,0,1
"ids53562",1,0,3,1
"ids53563",0,2,0,0
"ids53564",0,0,3,2
"ids53565",1,2,0,0
"ids53566",2,0,0,2
"ids53567",2,0,0,2
"ids53568",0,3,2,0
"ids53569",2,2,0,2
"ids53570",8,0,6,3
"ids53571",1,0,0,1
"ids53572",2,2,1,1
"ids53573",0,1,2,0
"ids53574",1,3,1,1
"ids53575",0,8,2,0
"ids53576",2,1,3,0
"ids53577",0,0,0,0
"ids53578",1,1,1,22
"ids53579",0,1,2,0
"ids53580",0,0,0,2
"ids53581",0,0,1,3
"ids53582",1,1,0,2
"ids53583",0,0,0,0
"ids53584",0,1,0,0
"ids53585",1,0,0,0
"ids53586",0,0,0,0
"ids53587",0,5,0,4
"ids53588",2,3,3,1
"ids53589",2,0,0,1
"ids53590",1,0,3,1
"ids53591",3,3,6,0
"ids53592",0,2,0,0
"ids53593",0,1,1,0
"ids53594",0,1,0,1
"ids53595",1,2,0,5
"ids53596",0,1,5,1
"ids53597",0,2,0,1
"ids53598",2,0,0,4
"ids53599",1,4,0,2
"ids53600",1,0,2,0
"ids53601",0,1,0,0
"ids53602",1,0,1,0
"ids53603",1,4,1,4
"ids53604",0,1,1,1
"ids53605",1,0,0,0
"ids53606",0,1,0,2
"ids53607",0,1,0,2
"ids53608",0,2,0,0
"ids53609",0,1,0,0
"ids53610",0,1,2,0
"ids53611",1,0,0,1
"ids53612",3,0,1,1
"ids53613",3,2,2,1
"ids53614",1,0,0,0
"ids53615",0,1,0,1
"ids53616",0,3,0,0
"ids53617",1,1,3,3
"ids53618",1,3,0,0
"ids53619",1,1,0,0
"ids53620",1,0,1,0
"ids53621",0,6,0,1
"ids53622",0,0,0,0
"ids53623",0,2,0,0
"ids53624",0,2,1,0
"ids53625",1,2,0,0
"ids53626",0,2,0,1
"ids53627",0,1,1,0
"ids53628",1,1,0,1
"ids53629",1,1,0,0
"ids53630",0,1,1,1
"ids53631",1,0,1,0
"ids53632",0,0,0,3
"ids53633",0,1,2,0
"ids53634",0,0,2,1
"ids53635",0,2,0,0
"ids53636",1,2,0,0
"ids53637",2,3,0,1
"ids53638",1,1,1,1
"ids53639",0,0,0,0
"ids53640",2,2,2,0
"ids53641",2,0,1,2
"ids53642",1,2,0,2
"ids53643",15,1,1,0
"ids53644",2,0,1,0
"ids53645",2,9,1,0
"ids53646",0,1,6,0
"ids53647",7,3,2,0
"ids53648",0,0,0,1
"ids53649",2,1,4,2
"ids53650",0,2,0,0
"ids53651",0,2,0,0
"ids53652",0,0,1,0
"ids53653",0,3,0,1
"ids53654",2,1,0,0
"ids53655",1,8,0,0
"ids53656",0,3,3,0
"ids53657",0,0,1,1
"ids53658",2,0,1,3
"ids53659",2,0,1,0
"ids53660",2,1,1,0
"ids53661",0,0,1,1
"ids53662",0,0,1,0
"ids53663",0,0,3,0
"ids53664",1,1,1,1
"ids53665",0,0,1,2
"ids53666",1,0,0,0
"ids53667",0,1,2,0
"ids53668",1,3,2,1
"ids53669",4,1,0,0
"ids53670",0,1,1,1
"ids53671",2,0,0,6
"ids53672",1,3,0,2
"ids53673",1,0,0,0
"ids53674",1,1,0,0
"ids53675",3,0,0,0
"ids53676",2,0,1,0
"ids53677",4,2,2,1
"ids53678",1,4,0,1
"ids53679",0,0,10,7
"ids53680",2,0,1,1
"ids53681",0,0,1,0
"ids53682",2,1,0,1
"ids53683",0,0,1,0
"ids53684",1,3,2,1
"ids53685",0,1,0,0
"ids53686",0,2,4,2
"ids53687",0,0,1,1
"ids53688",0,3,2,1
"ids53689",1,0,0,2
"ids53690",0,3,1,0
"ids53691",0,0,0,0
"ids53692",0,1,1,0
"ids53693",1,1,1,0
"ids53694",1,1,0,0
"ids53695",1,0,2,0
"ids53696",1,0,0,0
"ids53697",1,2,1,0
"ids53698",0,0,0,2
"ids53699",0,2,3,0
"ids53700",1,1,2,0
"ids53701",1,2,1,0
"ids53702",1,0,0,0
"ids53703",4,1,1,0
"ids53704",1,1,0,0
"ids53705",1,1,1,0
"ids53706",0,1,2,0
"ids53707",1,2,1,1
"ids53708",1,0,1,0
"ids53709",0,0,1,0
"ids53710",0,7,1,0
"ids53711",0,1,3,1
"ids53712",0,1,2,1
"ids53713",1,1,2,1
"ids53714",2,0,0,0
"ids53715",1,2,0,1
"ids53716",7,1,1,0
"ids53717",0,3,0,0
"ids53718",1,0,0,3
"ids53719",1,3,1,0
"ids53720",13,1,0,2
"ids53721",0,2,2,1
"ids53722",1,0,1,5
"ids53723",1,0,0,0
"ids53724",3,2,0,0
"ids53725",1,3,1,3
"ids53726",1,1,1,1
"ids53727",2,1,0,0
"ids53728",2,0,0,0
"ids53729",1,0,0,1
"ids53730",0,2,0,1
"ids53731",4,0,0,0
"ids53732",1,1,2,1
"ids53733",0,1,0,0
"ids53734",0,6,6,6
"ids53735",0,3,4,0
"ids53736",0,0,7,0
"ids53737",0,8,1,0
"ids53738",2,3,0,0
"ids53739",1,2,0,0
"ids53740",1,1,1,6
"ids53741",0,11,0,0
"ids53742",0,1,0,0
"ids53743",2,1,0,1
"ids53744",0,0,0,0
"ids53745",0,1,2,2
"ids53746",0,0,0,0
"ids53747",4,1,0,0
"ids53748",0,1,0,2
"ids53749",1,1,3,0
"ids53750",0,0,1,0
"ids53751",23,0,1,1
"ids53752",1,0,0,0
"ids53753",10,5,2,7
"ids53754",0,0,1,0
"ids53755",0,1,0,1
"ids53756",0,5,2,0
"ids53757",0,1,2,0
"ids53758",0,1,2,0
"ids53759",0,0,0,0
"ids53760",0,0,1,1
"ids53761",1,1,1,4
"ids53762",1,1,0,0
"ids53763",0,0,0,1
"ids53764",0,0,0,0
"ids53765",0,1,0,0
"ids53766",0,1,0,0
"ids53767",2,0,0,1
"ids53768",0,0,0,0
"ids53769",0,2,0,1
"ids53770",0,2,1,3
"ids53771",0,5,1,3
"ids53772",0,0,1,2
"ids53773",0,1,0,1
"ids53774",2,0,0,0
"ids53775",1,1,0,0
"ids53776",1,1,1,0
"ids53777",2,1,0,0
"ids53778",3,3,3,0
"ids53779",0,0,1,1
"ids53780",2,0,0,0
"ids53781",29,0,1,1
"ids53782",1,0,1,1
"ids53783",2,0,0,0
"ids53784",0,1,0,2
"ids53785",4,1,0,0
"ids53786",0,2,0,0
"ids53787",0,3,0,0
"ids53788",1,1,1,1
"ids53789",2,2,0,0
"ids53790",0,1,0,0
"ids53791",0,1,0,1
"ids53792",0,1,1,1
"ids53793",0,1,0,0
"ids53794",0,0,1,0
"ids53795",0,1,1,1
"ids53796",1,0,0,0
"ids53797",2,0,0,1
"ids53798",2,5,1,2
"ids53799",2,3,0,3
"ids53800",2,4,0,5
"ids53801",0,1,0,0
"ids53802",1,4,0,0
"ids53803",1,0,1,0
"ids53804",0,1,3,1
"ids53805",1,1,1,3
"ids53806",1,3,0,0
"ids53807",2,1,1,1
"ids53808",2,1,2,1
"ids53809",0,1,3,2
"ids53810",1,1,0,0
"ids53811",0,1,0,0
"ids53812",4,6,3,1
"ids53813",3,2,1,0
"ids53814",10,0,0,2
"ids53815",0,1,0,2
"ids53816",1,0,1,1
"ids53817",0,7,1,0
"ids53818",0,1,1,1
"ids53819",1,4,0,2
"ids53820",1,3,1,0
"ids53821",0,1,1,4
"ids53822",2,0,0,1
"ids53823",2,1,0,0
"ids53824",1,4,0,0
"ids53825",1,2,2,2
"ids53826",1,0,0,2
"ids53827",0,0,0,3
"ids53828",0,1,0,0
"ids53829",0,2,1,1
"ids53830",0,0,3,1
"ids53831",2,0,0,0
"ids53832",3,1,0,0
"ids53833",0,1,0,0
"ids53834",1,0,1,0
"ids53835",0,1,0,0
"ids53836",2,1,1,1
"ids53837",0,3,0,1
"ids53838",2,2,0,0
"ids53839",2,5,1,0
"ids53840",1,1,3,13
"ids53841",0,2,0,0
"ids53842",0,1,2,0
"ids53843",0,1,0,2
"ids53844",1,0,0,2
"ids53845",1,1,0,1
"ids53846",3,0,1,0
"ids53847",0,1,0,2
"ids53848",3,1,1,1
"ids53849",0,0,2,0
"ids53850",1,1,1,0
"ids53851",0,1,1,0
"ids53852",2,4,0,0
"ids53853",1,2,0,2
"ids53854",0,2,3,15
"ids53855",1,4,1,0
"ids53856",1,0,1,0
"ids53857",4,0,2,1
"ids53858",0,1,1,0
"ids53859",1,2,0,0
"ids53860",1,0,2,1
"ids53861",0,1,1,1
"ids53862",0,0,0,0
"ids53863",2,2,0,0
"ids53864",0,2,1,0
"ids53865",2,0,0,1
"ids53866",2,1,0,1
"ids53867",4,1,0,0
"ids53868",0,0,0,1
"ids53869",2,1,7,1
"ids53870",5,3,0,0
"ids53871",0,0,0,1
"ids53872",1,0,2,1
"ids53873",24,0,0,0
"ids53874",10,1,1,0
"ids53875",1,1,0,0
"ids53876",1,2,1,2
"ids53877",1,6,0,0
"ids53878",0,0,0,0
"ids53879",2,1,2,1
"ids53880",1,0,0,2
"ids53881",0,3,0,1
"ids53882",50,0,1,0
"ids53883",0,0,0,1
"ids53884",6,1,5,11
"ids53885",1,0,1,0
"ids53886",1,0,0,0
"ids53887",0,2,1,0
"ids53888",1,0,0,1
"ids53889",0,12,3,0
"ids53890",1,0,2,2
"ids53891",1,0,0,0
"ids53892",1,1,1,0
"ids53893",1,2,0,2
"ids53894",0,12,0,1
"ids53895",0,1,1,0
"ids53896",0,0,1,7
"ids53897",0,1,0,1
"ids53898",1,3,1,2
"ids53899",0,4,0,0
"ids53900",1,0,2,0
"ids53901",0,0,0,0
"ids53902",2,6,0,0
"ids53903",1,0,1,1
"ids53904",3,2,1,0
"ids53905",0,3,1,0
"ids53906",1,0,1,0
"ids53907",0,2,0,1
"ids53908",2,1,0,0
"ids53909",1,1,0,2
"ids53910",4,0,0,4
"ids53911",0,0,2,0
"ids53912",1,0,0,0
"ids53913",1,1,0,0
"ids53914",0,1,1,0
"ids53915",0,0,0,2
"ids53916",2,1,0,1
"ids53917",1,1,0,0
"ids53918",0,1,2,0
"ids53919",0,0,4,0
